idx,value
2247,16
2248,7
2249,-1
2250,1
2251,8
2252,16
2253,18
2254,11
2255,3
2256,-1
2257,3
2258,12
2259,18
2260,15
2261,7
2262,0
2263,0
2264,8
2265,16
2266,17
2267,12
2268,2
2269,-1
2270,3
2271,12
2272,18
2273,16
2274,7
2275,0
2276,1
2277,7
2278,16
2279,18
2280,11
2281,2
2282,-1
2283,4
2284,12
2285,18
2286,15
2287,6
2288,0
2289,0
2290,8
2291,16
2292,17
2293,11
2294,3
2295,-1
2296,3
2297,12
2298,18
2299,16
2300,6
2301,0
2302,0
2303,8
2304,17
2305,18
2306,11
2307,3
2308,-1
2309,3
2310,12
2311,18
2312,15
2313,7
2314,0
2315,0
2316,8
2317,16
2318,18
2319,11
2320,2
2321,-1
2322,3
2323,12
2324,18
2325,15
2326,6
2327,0
2328,-1
2329,8
2330,16
2331,18
2332,11
2333,2
2334,-1
2335,5
2336,13
2337,17
2338,16
2339,7
2340,0
2341,1
2342,8
2343,15
2344,17
2345,11
2346,2
2347,-1
2348,4
2349,12
2350,17
2351,15
2352,7
2353,-1
2354,0
2355,8
2356,16
2357,17
2358,10
2359,2
2360,-1
2361,3
2362,12
2363,17
2364,16
2365,6
2366,-1
2367,1
2368,8
2369,16
2370,17
2371,11
2372,2
2373,-1
2374,4
2375,12
2376,18
2377,15
2378,6
2379,0
2380,0
2381,7
2382,17
2383,18
2384,11
2385,2
2386,-2
2387,3
2388,12
2389,18
2390,16
2391,6
2392,0
2393,0
2394,7
2395,17
2396,17
2397,10
2398,1
2399,-1
2400,3
2401,12
2402,17
2403,15
2404,6
2405,-1
2406,0
2407,7
2408,16
2409,17
2410,11
2411,2
2412,-2
2413,4
2414,11
2415,17
2416,15
2417,6
2418,0
2419,1
2420,9
2421,16
2422,18
2423,10
2424,1
2425,-1
2426,3
2427,12
2428,18
2429,15
2430,7
2431,-1
2432,0
2433,9
2434,16
2435,17
2436,11
2437,1
2438,-1
2439,4
2440,12
2441,18
2442,14
2443,6
2444,0
2445,0
2446,8
2447,16
2448,17
2449,9
2450,2
2451,-2
2452,4
2453,13
2454,18
2455,15
2456,6
2457,-1
2458,1
2459,8
2460,16
2461,17
2462,10
2463,2
2464,-1
2465,3
2466,13
2467,17
2468,15
2469,6
2470,-2
2471,0
2472,8
2473,16
2474,17
2475,10
2476,2
2477,-1
2478,3
2479,12
2480,18
2481,15
2482,6
2483,-2
2484,0
2485,9
2486,16
2487,17
2488,10
2489,1
2490,-1
2491,4
2492,12
2493,18
2494,15
2495,7
2496,-1
2497,-1
2498,9
2499,16
2500,16
2501,11
2502,1
2503,-2
2504,4
2505,13
2506,17
2507,15
2508,6
2509,-1
2510,0
2511,8
2512,16
2513,17
2514,10
2515,2
2516,-1
2517,4
2518,13
2519,18
2520,13
2521,5
2522,-1
2523,1
2524,9
2525,16
2526,17
2527,11
2528,1
2529,-1
2530,4
2531,12
2532,18
2533,14
2534,6
2535,-1
2536,0
2537,8
2538,16
2539,17
2540,10
2541,2
2542,-1
2543,4
2544,13
2545,18
2546,15
2547,6
2548,-1
2549,0
2550,9
2551,16
2552,16
2553,11
2554,0
2555,-2
2556,4
2557,14
2558,18
2559,14
2560,6
2561,-2
2562,0
2563,8
2564,16
2565,16
2566,10
2567,2
2568,-2
2569,4
2570,13
2571,18
2572,14
2573,5
2574,-1
2575,1
2576,8
2577,17
2578,17
2579,10
2580,2
2581,-2
2582,4
2583,13
2584,17
2585,14
2586,5
2587,-1
2588,0
2589,8
2590,15
2591,18
2592,11
2593,1
2594,-2
2595,4
2596,13
2597,18
2598,14
2599,6
2600,-1
2601,0
2602,7
2603,16
2604,17
2605,10
2606,1
2607,-2
2608,4
2609,13
2610,18
2611,14
2612,6
2613,0
2614,1
2615,8
2616,16
2617,17
2618,11
2619,1
2620,-2
2621,3
2622,12
2623,17
2624,15
2625,5
2626,-1
2627,0
2628,9
2629,16
2630,17
2631,10
2632,1
2633,-2
2634,4
2635,13
2636,18
2637,14
2638,4
2639,-1
2640,1
2641,9
2642,16
2643,18
2644,10
2645,1
2646,-1
2647,4
2648,13
2649,17
2650,14
2651,5
2652,-2
2653,0
2654,9
2655,16
2656,17
2657,10
2658,1
2659,-2
2660,4
2661,14
2662,17
2663,14
2664,5
2665,0
2666,1
2667,9
2668,16
2669,16
2670,9
2671,2
2672,-1
2673,4
2674,14
2675,18
2676,14
2677,5
2678,-1
2679,0
2680,10
2681,17
2682,17
2683,10
2684,1
2685,-1
2686,4
2687,13
2688,17
2689,14
2690,5
2691,-2
2692,0
2693,8
2694,16
2695,18
2696,10
2697,2
2698,-1
2699,4
2700,13
2701,18
2702,14
2703,5
2704,-1
2705,1
2706,9
2707,17
2708,17
2709,9
2710,1
2711,-1
2712,6
2713,14
2714,18
2715,14
2716,5
2717,-1
2718,1
2719,10
2720,17
2721,16
2722,10
2723,1
2724,-2
2725,5
2726,14
2727,18
2728,14
2729,5
2730,-1
2731,1
2732,9
2733,16
2734,17
2735,10
2736,2
2737,-2
2738,4
2739,13
2740,18
2741,13
2742,5
2743,-1
2744,1
2745,10
2746,17
2747,17
2748,9
2749,1
2750,-1
2751,5
2752,14
2753,18
2754,15
2755,5
2756,-2
2757,2
2758,9
2759,17
2760,16
2761,10
2762,1
2763,-1
2764,5
2765,14
2766,18
2767,14
2768,5
2769,0
2770,1
2771,9
2772,16
2773,16
2774,9
2775,1
2776,-2
2777,5
2778,14
2779,18
2780,14
2781,5
2782,-1
2783,0
2784,10
2785,17
2786,17
2787,10
2788,1
2789,-1
2790,6
2791,13
2792,18
2793,14
2794,5
2795,-1
2796,2
2797,8
2798,17
2799,17
2800,9
2801,1
2802,0
2803,5
2804,13
2805,18
2806,14
2807,4
2808,-1
2809,2
2810,10
2811,17
2812,18
2813,9
2814,1
2815,-2
2816,5
2817,15
2818,18
2819,14
2820,4
2821,-2
2822,2
2823,10
2824,17
2825,16
2826,9
2827,1
2828,-1
2829,5
2830,13
2831,17
2832,14
2833,5
2834,-2
2835,1
2836,9
2837,16
2838,18
